tweet	sarcastic
possibly if we didnâ€™t remark on things that donâ€™t concern us, the universe would be a happy spot?? But what do I knowğŸ¤·ğŸ»â€â™€ï¸ 	1
dad: ``are ya sending any of those boy from 5soz (wtf is a 5soz dad) a valentine gift?'' me: yes dad yes i am cuz im dating all of them duh 	1
I just read, ``oftenly'' and throw up in my mouth a little. 	1
I unsubscribe from beingness an grownup, its not for me 	1
i love siriusxm. siriusxm is my friend 	1
A whole 2% off for a bingle order, joy 	1
Canâ€™t delay to see Ed sheeran at tramline tomoz x 	1
@kirkkorner ``But it's a hindrance'' ğŸ™„ 	1
great start to the day Nero was close and now I'm departure akip on the bus ğŸ˜´ğŸ˜µ 	1
@Torialou78 My fantabulous photography skill! :p lmao!!! 	1
@SIazVest @rodneyjaguars57 fuck you got me there, you better get dorsum to acquiring disturbance and covetous over successful and gifted drawers 	1
just rediscover that my nose is ever in my field of vision so I volition unluckily be drop out as I cannot proceed my delegate reading in peace 	1
there is nil new in an Oliver James publication that can't be found elsewhere for free. He's a collectivist life a heterosexual businessperson life 	1
sometimes I wonderment if Priti Patel and Boris Johnson think that the prime curate is the one with the best K/D ratio. It would brand sense with the whole 'let the body heap high' thing. 	1
just won 3 cent on HQ words...early retirement here I semen ğŸ˜ 	1
Schadenfreude x 	1
being a mom with an autoimmune disease agency I am a turn ass woman that catch manus, pes, and mouth from my girl. My Hashimotos sucking. thanks for all the illness I so gracefully endure and should not be agony at 40. 	1
My gf has be in the Hampton nannying for a few hours and she has already be to a Polo lucifer. Is she in chitchat girl? 	1
my computer Energy this fun thing now where it shingle in a way that precisely retroflex what happen to my vision when i bury my MEd so thatâ€™s excite ! 	1
I'm just life off salad and yoghurt and love it tbh 	1
ğŸ’• tip for baking breadstuff! ğŸğŸ¥ğŸ¥– you can use the barm in your dog's ear to replacement active dry barm or flash barm in a pinch! ğŸ’• 	1
You guy, how cool would a Brits version of breakage Bad be? Lol jk, they have universal wellness attention so Walter Caucasian would never have to resort to cookery methamphetamine in a dawdler to be able to fund his cancer intervention. 	1
Ainâ€™t never truly had a dad so Iâ€™ll never truly demand one ğŸ¤·ğŸ¾â€â™€ï¸ 	1
2 proceedings into the book and I already hatred the briny character. lovely 	1
i would instead be exterior reed timmers car in f3 twister wind than go to work today 	1
North Dakota: *has one nice hebdomad of conditions* mother nature: NOW I SHALL cast OUT THE SUN AND bring THE cold OF rain UPON THY superintendent, DUPER flat land. 	1
I never feel More empower than when Iâ€™m hearing to â€˜this is meâ€™ from encampment stone 	1
happy birthday to me. I got ping and can't leave the house ğŸ¥°ğŸ¤¡ 	1
don't cry because it happen, smiling because it's over &lt;3 	1
@rickyberwick And you state Donald trump was racialist ğŸ˜‘ 	1
so the royal household is sound with pedophile but as shortly as a blend race babe semen into it theyâ€™re frighten ? brand sense ğŸ¥´ 	1
IF lone people WOULD rake THE forest. #Debate2020 	1
I truly hatred the new TikTok voice over voice - she sound annoyance af 	1
Mad how many car they brand now without index ğŸ™ƒ 	1
my car is playing up again for like the 3rd twelvemonth in a row and Iâ€™m just departure to thrust it into the river at the point 	1
My life room feel truly lively now. Iâ€™m recklessly sip tea absorb choons #TaeSup 	1
Lil pump is the Nelson Mandela of our coevals 	1
I too bask devising crap up and pretense like I understand BASIC economical principle HTTP://t.co/cHDBHaxBBR 	1
just about shout in the tesco express because they didnâ€™t have the cheese pizza or the dorsum up pizza I desire. My mental stableness is strong today. 	1
this clip tomorrow i'll be death at school Cannot delay! 	1
rewatching degrassi for the millionth clip 	1
flatness Hancock is a top shagger 	1
Iâ€™m gonna girl scantrons shortening my name to â€œJesusâ€ after 16 age 	1
Day 55 of lockdown. finally buy some jigsaw puzzle. absolutely cannot delay for them to semen, highlight of my day (possibly evening twelvemonth) 	1
Donâ€™t you just love it when they dig up your route at 8:30am on a Sabbatum ğŸ˜  	1
just watch a man fume cleft on the R train in forepart of 3 family. New York is healing âœ¨ 	1
exploitation my late get picture redaction skill on myself for a alteration. An viva #presentation assignment on #healtheconomics is as much fun as it sound ğŸ—£ğŸ¥ HTTP://t.co/1LKHVyupie 	1
we love when the powerfulness go out at 6:30 in the morn on a Wednesday HTTP://t.co/BBIQ7ZYS3x 	1
Itâ€™s springtime, so that agency itâ€™s clip for couple to leave the bar across the street and semen battle nether my window at 2 am again â¤ï¸ 	1
Get ready for the following big horror game this season, slender suburban Man 	1
If I be the Red Sox I would merely drama the oriole More 	1
Wow... the existence give me the undertaking of a toilet preparation a whole homo? the audaciousness. 	1
@Mike_Fabricant This elderly well 	1
tanning in this heat is an extreme athletics 	1
just about got hit on the highway by a @CityofSanDiego motortruck ğŸ¤ª tysm for devising me feel safe guy!!! 	1
Jaegermeister did 9/11 	1
If you ticker #TheCrown and donâ€™t simultaneously wiki deep-dive on the royal household, did you evening ticker The Crown? 	1
search for Pokemon ulterior because I hatred myself haha !!! 	1
do you think when a center elderly White man go to buy a big raise marque new F150 they cheque to brand certain his phallus is improbably small?? or do they just return his word for it 	1
me: revision cell + other general biology material edexcel: ``i privation a fit summertime bod, get them to Tell me how i get one'' #EdexcelBiology #Gcses2018 	1
good eve shark. beak but for foot. 	1
Hailey convert Tayler that putt a spoon in the microwave to scoopful ice pick fast was a good thought 	1
too many fellow are erosion birks with sock on. turn up. get the fuck toe out man. 	1
come place to recognize my household found and read my quarantine diary lmao lucky I didnâ€™t get involuntarily perpetrate wtf 	1
No thirster a female as I garbage to wear heel ever again 	1
I change out of my pajama today and I think thatâ€™s truly brave 	1
I would like to give my hot miss summertime to the Eastpointe Chick-Fil-A. thank you! 	1
omg my ship are gonna love what Taylor Swift has make for them 	1
Canâ€™t delay for those $2000 check to go out instantly 	1
hearing I love you is Nice and all, but has your SO ever state you to eat crap? ğŸ˜ğŸ˜ğŸ˜ ugh @samduhclam 	1
AT&amp;T is genuinely amaze They think my lg g7 is 3g lone to the point where they sent us Walmart Altec telephone and state they'd close off service. We name them, they state us to not concern and if the telephone are mulct they wouldn't be close off guess what got close off this morn? LOL 	1
They truly take friend off Netflix ğŸ˜­ğŸ˜©ğŸ¤¦ğŸ¼â€â™€ï¸ what am I say to ticker now??!??!! 	1
Got my first shooting. feeling pretty good. rather feel like purchasing some Microsoft merchandise. The shooting didn't truly injury. But what volition injury is if I don't return vantage of the Microsoft office trade departure on right now for a express clip 	1
Why are the side effects of antidepressant so âœ¨scaryâœ¨ 	1
I like devising nutrient and then not feeding it to asseverate my laterality 	1
Victoria has a crush on maluma 	1
if i saw a capibara in individual id likely throw up 	1
exploitation an pedagogue deduction, I have 20% off Manga at B&amp;N. This is the lone ground I am a instructor. 	1
shoutout to the kid who bring a pineapple to hc and throw it about #madrespect 	1
CLB screen art brand me privation to lb my knee with a cock. 	1
Virgo are Leo in a waistcoat 	1
itâ€™s literally so difficult beingness this hot and sexy and beautiful mundane 	1
It's be a productive finale day. Maxed Out all my recognition cards in readying of my ecstasy tomorrow!!! #iwishwehadallbeenready 	1
I just love fall up the steps ğŸ˜‘ 	1
Is kindling a slur? 	1
i have bag nether my eyes because im tire of your bs:) 	1
I never idea Iâ€™d have a person enemy but itâ€™s whoever support printing on blueness paper and then departure like 5-10 blueness sheet in the mathematics room duplicator when theyâ€™re make for the following unsuspicious individual 	1
i love when i react to my prof instantly after she email me and i still oasisâ€™t get a response :)) (itâ€™s be about 4 hours) :)) 	1
imma still ballot for varmint supreme this presidential election ğŸ˜¤ 	1
Iâ€™m so gladiolus I know the quadratic expression from 8th class alternatively of knowing how to pay tax, get ready for college, oh OR ANYTHING ELSE useful THAT involve become AND adult ğŸ¤ ğŸ¥° 	1
Man PepsiCo love to add 750g of sugar to a mixture of their exist spirit of soda and call it a new spirit of dew or Pepsi... 	1
love island is termination, law school is start againâ€¦summer is truly over 	1
@jimcramer Yo jim I put my life savings in $didi at $16 as per your petition now me and my household are feeding MREs in full endurance manner What should I do? 	1
so many people press that Italy won regretful eurovision belong to the bisexual now x #Eurovision 	1
As a woman I dont demand avocation dream or goal cause I can pass all my clip wonder why he didnt text dorsum weeping into a bag of ring 	1
So stay up late was worth it..... ğŸ˜ªğŸ˜© 	1
@TheSpursExpress @JBurtTelegraph I've make this to my employer too. I'm expect we'll both get the Lapp reply 	1
Man-spider. The narrative of a spider who's bite by a homo and now has the power of a homo. working in an office, cachexia money on craftsman java, and gift up his bus place to a woman who bend out not to be pregnant, but just ``like sandwich you a-h*le''. #IntoTheSpiderVerse 	1
@AmazonUK why Energy Alexa UK not get improvement like guard, adaptive volume, male voice? Should we pay LE for the devices than the US equivalent? 	1
Bristol is perfectly litter with student!! gladiolus I never was oneğŸ™ˆ 	1
@GeoffreyBrock6 @RevRichardColes Do you truly believe that? I'd put More religion in the giant pumpkin. delay a min, he is the giant pumpkin! 	1
What happen to indifferent journalism @SkyNews? 	1
Oh wow, troll truly have a lot of clip on there custody, jeez ğŸ™„ they truly donâ€™t like acquiring ban #twitchtrolls 	1
Iâ€™ve be put off !! Nice:)) 	1
Lol at my life :) 	1
I love it when person critic my rear then their grownup son cut his finger off with a knife and interruption his leg by fall off a motorcycle 	1
Iâ€™m in Canada so like happy 4rth? 	1
Anyone else wanna ruination me day x 	1
have the most balance diet, a healthy balance of codeine, acetaminophen and Advil.... 	1
@devisridhar Do you know of any good chippies in the Crewe country? 	1
i love 6 hr terror attack 	1
@OldUnclePunch Yes, because we truly have that kind of powerfulness. Why do brexity type ever sound like they are all paranoiac confederacy therorists? 	1
@DarrkIt @iamspade_ ya demand a carry hit me up im a octane briny 	1
The Numbers talk to me! 	1
seemingly it's the large ask on the planet to discovery decently price sandal with an envelop toe. please, internet. I just privation to have mistily summery place that don't affect me have my toe out to the universe at all times lmfaoo 	1
Ayeee itâ€™s officially â€œIâ€™m not evening your missâ€ season ğŸ˜› 	1
stop gatekeeping retirement life community. I am mentally and spiritually ready to move in. 	1
Corsodyl weakness to see i like beingness a individual who spit blood when they brushwood their dentition 	1
@c_j_mcburney suspect thereâ€™s still room for you in the land 	1
pregnant and invariably hunger KitKats. I literally have be life off of them for the yesteryear 4 month. @KitKat_US 	1
packing to move house, and presently wonder why I had to choice such a heavy avocation? like, why did I have to choice reading? book are so heavy, my dorsum injury. Why couldnâ€™t I have pick knit? narration is light ğŸ¥² 	1
these two girl are on the beach in lawn chair, i love shoobies 	1
I'm literally out here trading egg for potato Day 1 in our new dystopian society is departure well #coronavirusUK #coronavirus 	1
I do love it when my mum brand me pass my savings on beer ğŸ˜’ 	1
school psych life if fun because you can feel like finish crap but opportunity are you have meeting that determine change in a pupilâ€™s instruction thatâ€™s boundary by legal timeline and take coordination of 6 different agenda and youâ€™re the lone one who can run it 	1
Not lone did I have to return attention of covid patient finale nighttime but my charge nurse state me the covid gown brand me expression â€œunwantableâ€! great! 	1
@Rosievix @mouthwaite well, illegal immigrant flatly donâ€™t get money from the authorities but why let a little thing like fact get in the way of a good bit of xenophobia... 	1
ever just cheep fox to see what loony tuck is expression? tonight, i am acquisition that fauci really fund the creation of covid in a lab and is entirely responsible for the pandemic 	1
I would do so much for people that would do perfectly nil for me lol at least i know who my true friend areğŸ˜€ 	1
â€œI donâ€™t truly like partyâ€ Oh is that why youâ€™ve travel to party twice in the finale hebdomad? Because you just canâ€™t base it? brand finish sense. 	1
wish all the birthday sex on @laurabora620 today ğŸ‚ HTTP://t.co/JtP0FCvo9R 	1
yea Iâ€™m followers a lot of show right now, the cost is right is pretty good but season 1 is better than season 2 	1
Elaine Quijano exhibit approximately the Lapp sum of control over this argument as two rabbit do on their first date. 	1
@barcacentre unemployed and lazy that Messi guy ğŸ˜‚ (I'm beingness sarcastic guy, I'm warning you lol) 	1
My poo is greenness, how gay. 	1
turn 22 following hebdomad so course I increase my kindling age scope up to 60 	1
Is it unreasonable to pass Â£50 on a bonsai tree? request for a friend ğŸ¤” 	1
im gladiolus we eventually have a party in resistance who are perpetrate to pickings the authorities to undertaking for not devising mistake fasting sufficiency 	1
Men love devising woman think they be the job when they eventually determine to leave after putt up with mistreatment for god know how hanker â€œYou be suppose to be my drive or die ğŸ˜©â€ OK, so die then. 	1
I hear it mightiness be snow ??? sound sham, but OK??? Can anyone verify????????? 	1
is this an quake because i am shook right now 	1
@TheBabylonBee And the hot air and BS she generate brand for a perfective backup energy beginning! 	1
How dare my friend have jobs/boyfriends/lives they should see my feelings and be free when I am 	1
departure to M&amp;S nutrient volition be the highlight of my day ulterior, canâ€™t waitğŸ‘ŒğŸ»ğŸ˜… 	1
A fun musical mashup is the state music playing at the gym with the one guy playing old Eminem on his telephone at full volume in the cabinet room shower ğŸ¶ğŸ¶ğŸ¶ 	1
@kittin_knittin harmonize to a trump Republican, that's relation to penis size. there's a picture. Lol 	1
not to bragging, but my thesis subject was so good that person else print on it 3 month ago ğŸ™ƒ 	1
I'm the high I'll ever be on 420 in my life! I'm on an aeroplane duh 	1
just found ive be walk on a interrupt pes for the yesteryear 6 month ğŸ¤ªğŸ¤ªğŸ¤ª 	1
it's all astir woman in root struggle. what astir woman in synergistic medium struggle: i no thirster win against my friend in knock because they major in damn picture game. 	1
Can cat wear nail gloss 	1
watch 127 hours... rather remind me of this one clip I got a bad sliver. writing a book astir it now, hit me up for an autograph transcript 	1
love everything in my handbasket merchandising our earlier the sale was mean to startğŸ˜’ @ZARA_Care @zara 	1
@mcfcok82 thank you for your well balance and thoughtful input 	1
circumstantially follow CCD guideline alternatively of CDC guideline and now i have covid AND Catholic guiltiness :/ 	1
observation tik toks at full volume in the center of the airdrome should be a Federal discourtesy 	1
iâ€™m gonna get a dumbbell job so i call myself a customizable dolly 	1
friendly reminder youâ€™re not vegan if you sup cum 	1
what i love astir mine and summer work agenda is that she volition coating at 8pm and then iâ€™ll start work at 9pm and then when i get place at 7am sheâ€™ll start work at 8am â¤ï¸ 	1
Uh oh Ben Simmons volition besides have a Steph curry type season 76ers better not trade him now HTTP://t.co/kkpzfcTcSH 	1
â€˜Itâ€™s lone a gameâ€™ ğŸ¥´ğŸ¥´ 	1
I love to choice my faculty on a first semen first serve footing at the Lapp clip as everyone in my stallion twelvemonth on a site that hasnâ€™t be update since 1995 . thrill â¤ï¸ 	1
Oh good, it's clip for the bi-monthly random powerfulness outage. 	1
wish I was the bitch that Elijah hewson fuck hate, sad :( 	1
might just fucking about and return some horse dewormer for the bang of if. possibly Iâ€™ll feel something 	1
@adi_jord agree, this is pathetic, gotta cop a brace 	1
Why was I not state Levi Stafford and Cooper Kupp eat breakfast together earlier I draft Robert forest over him? 	1
@abhiishekkkkkk @FCBGox Did you evening ticker a bingle la Liga Madrid game finale season bruh Varane isnâ€™t that good anymore 	1
can't delay til a clump of dumpy suburban dad save the day with their firearm 	1
atavist to when I answer the telephone at work with â€œthank you for career Courtney! My name is principalâ€ wow I love myself 	1
V excite to grant an extension to student who email me and my co-teacher and get both of our names wrongfulness 	1
ima get up early tomorrow and brand some tea and sit on the terrace oh how I love to ideate things im never gonna do 	1
. @shopDisney thanks for closing down the lone Disney shop in northeasterly OH. The other two shop travel out of concern yrs ago. Itâ€™s not the Lapp with transportation costs online not to reference LE dolly sales are an absolute incubus online. So incredibly disappoint. ğŸ’” 	1
just book to see David gray too,,, am i 40 	1
I may expression happy on the exterior bit on the interior I'm death #painful #sad 	1
fagot matrimony is not let because it Energyn't follow the ``antique custom, ritual, practice, culturla ethos and social values'', but all cis-men can perpetrate unfaithfulness with no consequence. happy fuckin pride people ğŸ™ƒ #SupremeCourtofIndia 	1
@tylerthecreator @staci_zr can i use this chiamus for my ap lang address astir correspondence lmao 	1
besides if u met dreaming on hypixel.. congrats ! im not covetous at all haha im wholly convention haha good For You .. haha 	1
feel like 10 degree!! Wow gimmick me in South Parks soak up the beam ğŸ˜ HTTP://t.co/EpgwTLgICW 	1
iâ€™m certain 14 twelvemonth old me would be please to know that 22 twelvemonth old me is still acquiring stress over website crash for bandsğŸ™ƒ 	1
When you order book from the bookshop a hebdomad in progress and then you delay 3 week for ONE book and when you eventually email them astir it they answer and say they cancel your order ğŸ˜ğŸ¥° 	1
leave it to the Nice people of hutch to cry at me to ``eat crap'' piece I run. joke on them, I do. 	1
6 More hours and then a whoppingly monolithic 2days off work! wowzers! 	1
me not turn up to work is a libber motion really 	1
good intelligence: play out of my head from the sand trap today. Bad intelligence: Was in the sand trap a lot today. 	1
ik the Republican r like tryna say they won but idk why they donâ€™t just settee this w an instagram canvass?? 	1
@banalincolnlogs red among us guy, hes hot dont semen for me 	1
stimulation check should semen with manus lotion, a face mask, and a fillip for every Instagram lotto you do 	1
hey guy! iâ€™m so happy to denote that iâ€™m officially encephalon dead â˜ºï¸ 	1
Did you know? maltreatment and inebriation and depression volition just âœ¨disappearâœ¨ if the state is open wholly during a pandemic? #trumpisanidiot #bidenharris2020 	1
safe to say my life is a lot better HTTP://t.co/pE5isUMOpk HTTP://t.co/K2hep49TcF 	1
presently bombardment one on the volleyball tribunal and mathematics trial in the schoolroom. #StudentAthlete 	1
If anyone privation to know how my night departure I try devising a private narrative on Snapchat and alternatively make a grouping confab... I hatred my life 	1
itâ€™s amaze how many people get mad at you for merely elevation question, such as â€œwhat if the vaccinum brand your ball expand like He balloon and cause you to float away to never be see againâ€ 	1
My favourite portion of flight is acquiring to walking yesteryear the rich people to get to my poor individual place. 	1
Ah yes, dorsum spasm when I return a deep breath. This is âœ¨28âœ¨. 	1
beingness bingle during college must be truly fun when ur nOT IN A global pandemic 	1
fisherman: ``i idea you state AIDS'' me: ``yea Rachel truly love AIDS'' 	1
Why is this 30 yr old man try to coquette w/ me at this nuptials and talk astir acquiring away with dating younger girl. Sir I volition call the government 	1
When I turn up I wanna be a psychopath 	1
erosion a cunning jumpsuit is all fun and game until you have to go to the bath 	1
I've make a roomie kick tweet every day, and he's make another thing, but I'm tire of negativeness so I'm gonna listing all the things I like astir him! here they are: 	1
Ah yes, another afternoon with the WLAN down...truly brand workings from place that supernumerary bit More gratifying :) 	1
diddlysquat antonoff once ur make with clairo iâ€™m right here sweetheart 	1
Why am I not celebrated yet cos Iâ€™m really fuck screaming 	1
My life has travel from â€˜thrust it like you stole itâ€™ to â€˜thrust it like your yearling need the lavatoryâ€™. 	1
Donâ€™t support up with the Jones, the Jones are interrupt! 	1
I see Dettol, toilet duck and Zoflora are all swerve on chirrup. Now why could that be... #TrumpPressBriefing 	1
I've just got up at 5 40 5 on a Dominicus to ticker the Nipponese thousand Prix as a Ferrari fan and saw Vettel leap (and then fucking up) the start and Leclerc tangle with Verstappen on bend 2. lovely material. 	1
@Showmasters are fundamentally thief, quote itâ€™s in the small print so you canâ€™t have a refund. date travel from summertime, to a 4 hr slot on a Fri eve in Nov which is astir as much use as a telescopic sight on a knife.#WeWantARefund @UKConsumerRight 	1
itâ€™s so unmannered that iâ€™m not at the beach right now 	1
sleep? Whatâ€™s that... Iâ€™ve never hear of it? 	1
Me: You know, for person with chronic anxiousness I think I'm dealing with this pandemic rather well. besides me: Wow, I forget how good a newly shave undercut feel! 	1
love it when I bury to transportation my rent money over from my savings ğŸ¥´ 	1
incredible scene in Nottingham, as it Begin to rainfall for the first clip this hr. 	1
@MatthewStadlen @sajidjavid thank you so much for your insightful thoughts- Iâ€™m certain @sajidjavid is overjoy that you â€œrather like himâ€ 	1
``friend'' 	1
love how severely i abash myself on night out how iconic X 	1
breakage my rigorous purchasing suspension to get lisaâ€™s album? itâ€™s much More likely than youâ€™d think 	1
It was about 70 degree today but no, planetary heating Energyn't be ğŸ˜’ 	1
harmonize to my route fury, the word of the day is asshat 	1
center done snowboarding day 1 and pretty certain I have fall at least 69 times ğŸ˜†â™‹ï¸ 	1
I'm A vegetarian BuT I eAt fish ğŸ™ƒğŸ™ƒğŸ™ƒ 	1
Top 3 rank picture game of all clip: 1. Minecraft 2. Roblox paintball 3. every bingle just dance 	1
serious inquiry: if I dent a car and elope to Gretna green to close my household up, how hanker volition I do in prison? Can I coating my PhD there? think I've got a program, chap... 	1
Afghanistan just wholly crumble after disbursement over 2 million USD and 240,000 homo life over the class of 20 ineffectual age of American business sound amaze in theory, certain. But how are we gonna pay for it? Whatâ€™s following, cocoa milk for everybody? 	1
request to call erection sociable dickstanding 	1
@faith_hi @PalmerReport Ahh yes, quick peep at your page and you evidently know everything. thank you for the enlightenment.ğŸ˜‚ 	1
Ok, so @bytereview and I decide to record on the eve of the 6th, just as perfectly nil newsworthy was occurrence! perfective timing as ever, to go over some of the best ITSBUPs of 2020 - and how we're subsiding into 2021! listen: HTTP://t.co/oaPLwrtcHP HTTP://t.co/za3EHuqcWh 	1
I ask my hubby to buy dog poo bag when he travel out earliest and they'd sell out. So alternatively of departure to another store, he buy bin bag. So now I still can't clean up after the dog but if I hap to buy a donkey and demand to clean up after that, I'm screen. 	1
certain you have a pay job but are you a silver chick Fil A wages member? ğŸ˜¤ğŸ™„ğŸ§ 	1
Me: ``Did you you discovery everything you be look for?'' customer: ``why, are you concealment something?'' Me: ``aRe YOu concealment sOMetHinG?'' 	1
mentally Iâ€™m concealment in the walk-in 	1
love beholding 15 twelvemonth old beingness immunize in the state when I have to delay till the end of June for my first one 	1
oh youâ€™re just friend? whyâ€™d u shaving then? 	1
retrieve when everyoneâ€™s feed be just retweeted giveaway looool those be the years 	1
why are the Olympics worry astir athlete have too much sex when the curling team don't evening vie in the summertime game 	1
semester hasnâ€™t evening begin and Iâ€™ve already had two dislocation :) this is gonna be a fun one! 	1
When you get wake up at 3am because of aftershock from an quake ğŸ‘ğŸ˜© 	1
If you don't like lemonade you're an extremist ğŸ‹ 	1
agree with the right to dunk on the Centre is the real dialectic philistinism 	1
my favourite gay play is the sociable web 	1
tex-mex restaurant that halt helping breakfast greaser after 10:30/11 am are the ground i have trust issue 	1
I love gift a talk to grade student on a subject I don't full understand at 9:30am &lt;3 i demand a java lmao 	1
wake up at 3 am with a MAD craving for pickle. I conjecture that agency I'm expect! 	1
baby halt iâ€™m astir to gleek 	1
@izzychari @mikeduncan â€œplease get a free shooting or return a once weekly nose swab. We volition literally pay you to return clip off to get the shootingâ€- czar Nicholas, king George, Charles I, and so on. 	1
high stake Lego 	1
Itâ€™s so easy to have the best day until person lie to your face ğŸ¥°â¤ï¸ğŸ˜­ 	1
thank you @Ranboosaysstuff i just crap my bloomers ğŸ‘very cool #ranbooemail 	1
@DetroitPistons @PistonsGT Cade Cunningham is my favourite hoops participant delight 2K ğŸ™ğŸ™ğŸ™ 	1
friction my crying into my face is portion of my skincare routine lol 	1
interrupt: make assignment in order of due date wake: make assignment in order of precedence wire: disbursement 20 proceedings on each category at a clip and just go down the listing 	1
I got ask if I necessitate a kidâ€™s card today...21 is treat me well ğŸ‘¶ğŸ¼ 	1
funny how my telephone start turn into a piece of crap when the new iPhone semen out ğŸ¤” 	1
@AvatarOdin @aubviouslynot sound like the American dreaming ngl 	1
people who think natural civilization go too far never learn astir exclusion 	1
iâ€™ve had More interest conversation w my wall but alright 	1
love beholding that my mom has officially begin poster astir the horse worm medicine beingness good for covid really and theyâ€™re just try to brand it expression bad bc itâ€™s so inexpensive ğŸ¤ª 	1
Idk how some girl put on makeup mundane. Is it just to return selfies or have you just not detect netflix yet? 	1
well, what a way to ruination Easter. thanks @CadburyUK HTTP://t.co/zkkguY2g6M 	1
@terryflewers @lfcsonny Has he presumption any elucidation see what age Harvey Elliott need to be earlier you can tackle him? 	1
The high tomorrow is 45! Anyone wanna go to the pool? 	1
ever retrieve thank your Alexa, just in instance the AI return over one day 	1
just your insouciant reminder that #AllBirthdaysMatter and I canâ€™t emphasis this enoughâœ¨fuck trumpâœ¨ 	1
@majornelson sound like a strong rival for GOTY 	1
shoutout to the asshole at fundamentally every gas station rn fill up multiple gas canister when i donâ€™t evening have sufficiency gas to get place... ğŸ¥² 	1
just test my egg bead at my flat composite and it hide on a manâ€™s caput :) but no concern he was bald so the yolk just wipe right off 	1
being a concern major is legal transition therapy and must be stop 	1
Fav this and I won't direct you a name of a random individual, I'll just get a fav on my tweet 	1
iâ€™m death 	1
I love wellness insurance so much fun pay $100â€™s a month and then $100â€™s for BASIC checkup services that someway arenâ€™t cover. #US 	1
Old people donâ€™t merit right 	1
hot girl have tree determine dent in their rear bumper â¤ï¸ 	1
oh besides, my vocal with my center school fellow was â€œ143â€ by bobby Brackins!! i truly peak geez 	1
I pick following twelvemonth's musical already...Electro city. obvious pick. 	1
I just saw the flatness Hancock picture and now Iâ€™m frighten that in ten years clip he volition ascent out my television 	1
everyone say a supplication to the insurance God that they okay my bosom proctor so that i may proceed to have the privilege of beingness live. i love the US wellness attention system 	1
Why are toddler let in populace space 	1
How Nice of tonsillitis to articulation me on my vacation ğŸ–•ğŸ»ğŸ–•ğŸ»ğŸ–•ğŸ»ğŸ–•ğŸ» 	1
delay what the fucking that solo yolo is mad? 	1
I circumstantially make butter when try to whip pick this morn and I think thatâ€™s a great representation of how Iâ€™ve reach my capacity for workings from place 	1
possibly if I watch suit in twelvemonth 12 Iâ€™d be perusal law rn 	1
volition never understand why ppl do methamphetamine,, just buy a crap MT of incense in majority stupe 	1
Ahhh I get to listen to a cement sociable all day. amazing. 	1
You know the one thing I truly wishing I could see? I privation a pier Morgan esque interview with #LilleeJean where she's coerce to explicate her icky behavior and see if she storm off or semen up with some BS to brand her expression cunning and innocent. It'd be a fun ticker. 	1
wow, ok, unfollowing now. Was a big fan of putt your left leg in, but just hear astir pickings your left leg out 	1
lone poster selfieâ€™s?? On YOUR own Instagram history?? crazy right 	1
do people with clear tegument feel accomplish?? superordinate??? comfy in their own tegument???? whatâ€™s that like lmfao 	1
So Nice of my household to determine that Iâ€™m host a motherâ€™s Day brunch for everyone at my house. HTTP://t.co/DWZI9ltALK 	1
yo @claires do yall do hysterectomy? 	1
@JacobWohlReport Do I demand to aquire a wife earlier this happen or volition I be delegate one? 	1
I get a lot of boy who shout wolf vibraphone from the Red cross and their exigency blood deficit all the clip 	1
update: retention custody with your mom and walk about campus besides show you're fix for the independency college offer 	1
I mightiness be trash at drive, and have a LE than leading calling, but Iâ€™m truly good at devising Spanish omelet. So, you know, thereâ€™s that. 	1
